Year,Country,AvgYearlyTemp,AvgTempUncertainty
1757,LVA,5.7413333333333325,6.205666666666667
1757,MCO,8.576083333333333,5.568833333333334
1757,MLT,18.53691666666667,4.1851666666666665
1757,MNE,10.306666666666667,4.970416666666666
1757,NLD,9.43625,6.713000000000001
1757,NOR,0.38025000000000003,5.882416666666667
1757,POL,7.746000000000001,6.269833333333334
1757,PRT,14.710333333333336,4.436583333333333
1757,ROU,9.050583333333334,5.1775
1757,SMR,13.648833333333336,5.416
1757,SRB,10.124416666666665,5.175166666666667
1757,SVK,7.694750000000002,5.873083333333334
1757,SVN,9.549333333333333,5.697333333333333
1757,SWE,2.628166666666667,6.457083333333333
1757,TUN,20.017416666666666,4.19375
1757,UKR,8.129,5.2179166666666665
1758,ALB,11.444333333333333,4.947666666666667
1758,AND,10.144666666666666,5.5680000000000005
1758,AUT,5.363416666666666,6.308416666666667
1758,BEL,8.914333333333333,7.11675
1758,BGR,9.199083333333332,4.977333333333333
1758,BHS,24.650444444444442,3.787333333333334
1758,BLR,4.343666666666667,5.77175
1758,CHE,6.097083333333333,6.588583333333332
1758,DEU,7.496083333333335,6.979833333333332
1758,ESP,12.388916666666669,4.972499999999999
1758,EST,3.2395833333333335,6.140333333333334
1758,FIN,-0.3380833333333324,6.02075
1758,FRA,11.737333333333332,5.835249999999999
1758,FRO,5.583916666666666,5.3919999999999995
1758,GGY,10.068333333333333,6.115750000000001
1758,GRC,13.49125,4.5343333333333335
1758,HRV,10.380333333333333,5.718583333333334
1758,HUN,8.688166666666667,5.846166666666666
1758,IRL,8.506916666666667,5.564583333333334
1758,ISL,0.15066666666666642,4.84425
1758,ITA,11.792166666666665,5.4590000000000005
1758,JEY,10.068333333333333,6.115750000000001
1758,LIE,3.82775,6.577916666666667
1758,LTU,4.550666666666666,6.207250000000001
1758,LUX,8.512,7.1072500000000005
1758,LVA,3.8440833333333337,6.168666666666667
1758,MCO,8.151000000000002,5.853083333333334
1758,MLT,17.276166666666665,4.441666666666667
1758,MNE,9.09675,5.192333333333333
1758,NLD,9.083916666666665,7.2075000000000005
1758,NOR,-1.1045,5.969416666666667
1758,POL,6.429083333333335,6.376166666666666
1758,PRT,13.356333333333334,4.668916666666667
1758,ROU,7.506833333333333,5.339166666666667
1758,SMR,12.940083333333334,5.666916666666666
1758,SRB,8.857416666666667,5.383916666666667
1758,SVK,6.508500000000001,6.034000000000002
1758,SVN,8.766416666666666,5.936166666666666
1758,SWE,1.20475,6.473750000000002
1758,TUN,18.685333333333336,4.44075
1758,UKR,6.181,5.298333333333334
1759,ALB,12.492916666666666,4.7145
1759,AND,11.299749999999998,5.279583333333333
1759,AUT,6.363833333333332,6.067916666666666
1759,BEL,9.86375,6.802333333333333
1759,BGR,10.240416666666667,4.792000000000001
1759,BHS,24.544416666666667,3.516083333333333
1759,BLR,5.536250000000002,5.72925
1759,CHE,7.247416666666666,6.270166666666667
1759,DEU,8.41275,6.777916666666666
1759,ESP,13.504,4.75025
1759,EST,4.6355,6.181583333333333
1759,FIN,1.0075000000000003,6.014333333333333
1759,FRA,12.8395,5.59725
1759,FRO,6.6354999999999995,5.360083333333335
1759,GGY,11.100416666666666,5.869416666666667
1759,GRC,14.534833333333333,4.336916666666668
1759,HRV,11.418416666666667,5.464666666666667
1759,HUN,9.70275,5.646416666666666
1759,IRL,9.498333333333333,5.390083333333334
1759,ISL,1.1902500000000005,4.789583333333333
1759,ITA,12.89816666666667,5.156583333333333
1759,JEY,11.100416666666666,5.869416666666667
1759,LIE,4.888833333333334,6.279416666666666
1759,LTU,5.800166666666667,6.217333333333335
1759,LUX,9.499916666666667,6.814666666666667
1759,LVA,5.171833333333334,6.20225
1759,MCO,9.332249999999998,5.503666666666667
1759,MLT,18.36283333333333,4.191416666666666
1759,MNE,10.141083333333333,4.95325
1759,NLD,9.959583333333333,6.8825
1759,NOR,0.08708333333333333,5.956583333333334
1759,POL,7.466583333333333,6.297166666666667
1759,PRT,14.452583333333335,4.490416666666667
1759,ROU,8.552583333333335,5.165833333333333
1759,SMR,14.018749999999997,5.370499999999999
1759,SRB,9.893666666666666,5.160166666666666
1759,SVK,7.509,5.870583333333333
1759,SVN,9.80275,5.673916666666667
1759,SWE,2.471666666666667,6.508499999999999
1759,TUN,19.793499999999998,4.203666666666668
1759,UKR,7.280833333333333,5.19075
1760,ALB,12.155,4.0144166666666665
1760,AND,11.082416666666667,4.488666666666666
1760,AUT,6.379499999999999,4.99825
1760,BEL,9.652416666666667,5.725750000000001
1760,BGR,9.804499999999999,4.152916666666667
1760,BHS,19.251,2.525
1760,BLR,4.7515,4.89
1760,CHE,7.374666666666667,5.1498333333333335
1760,DEU,8.380166666666666,5.609083333333333
1760,ESP,13.071166666666665,4.139833333333334
1760,EST,3.450583333333334,5.2467500000000005
1760,FIN,-0.2864999999999993,5.296250000000001
1760,FRA,12.593166666666663,4.754583333333333
1760,FRO,5.722083333333334,4.6667499999999995
1760,GGY,10.718333333333334,5.027416666666667
1760,GRC,14.08641666666667,3.7317500000000012
1760,HRV,11.2765,4.549166666666666
1760,HUN,9.497083333333332,4.73175
1760,IRL,8.828916666666666,4.678416666666667
1760,ISL,0.2602500000000001,4.303416666666667
1760,ITA,12.732416666666667,4.262666666666668
1760,JEY,10.718333333333334,5.027416666666667
1760,LIE,5.0215000000000005,5.146083333333333
1760,LTU,4.9965,5.226250000000001
1760,LUX,9.438833333333333,5.697583333333334
1760,LVA,4.173666666666667,5.234166666666667
1760,MCO,9.224083333333333,4.543166666666667
1760,MLT,17.94425,3.5612500000000007
1760,MNE,9.853083333333334,4.202
1760,NLD,9.514000000000001,5.813083333333334
1760,NOR,-0.92975,5.218000000000001
1760,POL,7.113666666666667,5.247333333333334
1760,PRT,13.899000000000001,3.962666666666666
1760,ROU,8.136916666666666,4.43675
1760,SMR,13.902666666666669,4.4159999999999995
1760,SRB,9.602416666666665,4.396916666666666
1760,SVK,7.297666666666667,4.895416666666668
1760,SVN,9.735083333333334,4.6883333333333335
1760,SWE,1.436416666666667,5.615916666666667
1760,TUN,19.304416666666665,3.648583333333333
1760,UKR,6.618166666666667,4.538916666666667
1761,ALB,12.876249999999999,3.4803333333333337
1761,AND,11.301916666666664,3.74175
1761,AUT,6.572583333333333,4.07275
1761,BEL,9.722416666666666,4.310333333333333
1761,BGR,10.755583333333334,3.6359999999999997
1761,BLR,6.101666666666666,4.150666666666666
1761,CHE,7.182916666666665,4.191166666666667
1761,DEU,8.596166666666667,4.282500000000001
1761,ESP,13.698916666666667,3.45575
1761,EST,5.095999999999999,4.215333333333333
1761,FIN,1.5720833333333335,4.375416666666667
1761,FRA,12.913166666666667,3.829
1761,FRO,7.055666666666666,3.7848333333333333
1761,GGY,11.068083333333332,3.9058333333333337
1761,GRC,15.024666666666667,3.2296666666666667
1761,HRV,11.657250000000003,3.86375
1761,HUN,10.075333333333335,3.974416666666666
1761,IRL,9.657833333333334,3.6504999999999996
1761,ISL,1.7779166666666664,3.6985000000000006
1761,ITA,12.972166666666666,3.650666666666666
1761,JEY,11.068083333333332,3.9058333333333337
1761,LIE,4.935416666666667,4.176166666666667
1761,LTU,6.2731666666666674,4.253416666666666
1761,LUX,9.414333333333333,4.3175
1761,LVA,5.6375,4.244666666666666
1761,MCO,9.181083333333333,3.8754999999999993
1761,MLT,18.692583333333335,3.0829166666666663
1761,MNE,10.494750000000002,3.6400833333333336
1761,NLD,9.814583333333335,4.338333333333334
1761,NOR,0.59025,4.319916666666667
1761,POL,7.919333333333334,4.2219999999999995
1761,PRT,14.758750000000001,3.313500000000001
1761,ROU,9.060666666666668,3.847916666666666
1761,SMR,14.108166666666664,3.7815833333333333
1761,SRB,10.285583333333333,3.8093333333333343
1761,SVK,7.916333333333334,4.034583333333333
1761,SVN,9.983083333333331,3.93775
1761,SWE,2.9150000000000005,4.490333333333333
1761,TUN,20.134833333333333,3.1902499999999994
1761,UKR,7.907083333333333,4.003333333333333
1762,ALB,12.700250000000002,4.2095
1762,AND,11.143666666666668,4.810916666666667
1762,AUT,6.080583333333332,5.164083333333333
1762,BEL,9.065333333333333,5.654583333333334
1762,BGR,10.586749999999999,4.213083333333333
1762,BLR,5.8030833333333325,4.6715
1762,CHE,6.8240833333333315,5.415416666666666
1762,DEU,7.805916666666666,5.569500000000001
1762,ESP,13.608833333333331,4.300666666666666
1762,EST,4.754666666666666,4.884
1762,FIN,1.1348333333333331,5.101083333333333
1762,FRA,12.623,4.888083333333334
1762,FRO,6.230166666666666,4.838416666666666
1762,GGY,10.6265,5.073083333333333
1762,GRC,14.898500000000004,3.8578333333333332
1762,HRV,11.324750000000002,4.802083333333333
1762,HUN,9.675666666666666,4.831916666666666
1762,IRL,9.092833333333335,4.710166666666667
1762,ISL,1.2114166666666668,4.430750000000001
1762,ITA,12.74258333333333,4.67125
1762,JEY,10.6265,5.073083333333333
1762,LIE,4.485333333333334,5.353333333333333
1762,LTU,5.800166666666667,4.977333333333333
1762,LUX,8.800833333333333,5.649833333333334
1762,LVA,5.237833333333333,4.925250000000001
1762,MCO,8.958833333333333,5.070666666666667
1762,MLT,18.609833333333334,3.857416666666667
1762,MNE,10.277666666666669,4.4070833333333335
1762,NLD,8.990833333333335,5.689833333333333
1762,NOR,-0.2340833333333335,5.323
1762,POL,7.263249999999999,5.149833333333334
1762,PRT,14.702083333333334,4.026249999999999
1762,ROU,8.815666666666665,4.45775
1762,SMR,13.8185,4.817083333333334
1762,SRB,10.030916666666664,4.547666666666666
1762,SVK,7.431,4.922250000000001
1762,SVN,9.605583333333334,4.959083333333335
1762,SWE,2.078166666666666,5.599833333333333
1762,TUN,20.08525,3.9279999999999995
1762,UKR,7.734166666666667,4.41975
1763,ALB,12.024833333333332,3.74925
1763,AND,10.746333333333332,3.9735
1763,AUT,5.794666666666668,4.3025
1763,BEL,8.877666666666666,4.6705
1763,BGR,9.792333333333334,3.8198333333333334
1763,BLR,4.929166666666667,4.099333333333334
1763,CHE,6.611166666666667,4.38825
1763,DEU,7.712083333333335,4.585583333333333
1763,ESP,12.961583333333332,3.661583333333333
1763,EST,3.865166666666667,4.040166666666666
1763,FIN,0.4673333333333332,4.347583333333334
1763,FRA,12.205499999999999,4.055
1763,FRO,6.0275,4.07875
1763,GGY,10.271833333333333,4.3100000000000005
1763,GRC,14.108249999999998,3.4866666666666664
1763,HRV,10.873916666666666,4.11325
1763,HUN,9.191916666666668,4.163749999999999
1763,IRL,8.665083333333333,4.0480833333333335
1763,ISL,0.7068333333333335,3.845
1763,ITA,12.311916666666667,3.950083333333333
